Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides UPS2_yeast	Razor + unique peptides UPS2_yeast	Unique peptides UPS2_yeast	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type UPS2_yeast	Sequence coverage UPS2_yeast [%]	Intensity	Intensity UPS2_yeast	iBAQ	iBAQ UPS2_yeast	LFQ intensity UPS2_yeast	MS/MS Count UPS2_yeast	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P24783|DBP2_YEAST	sp|P24783|DBP2_YEAST	8	7	7	>sp|P24783|DBP2_YEAST ATP-dependent RNA helicase DBP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP2 PE=1 SV=1	1	8	7	7	8	7	7	18.3	16.3	16.3	60.999	546	546	1	21	0	20.317	By MS/MS	18.3	530650000	530650000	18298000	18298000	1156300000	12	12				406	2851;4057;5318;5783;6713;6726;8192;8573	True;True;False;True;True;True;True;True	2889;4112;5402;5886;6828;6841;8323;8713	10463;10464;10465;15249;15250;15251;20181;20182;20183;21828;21829;21830;21831;25258;25259;25306;25307;25308;30841;30842;30843;32395;32396;32397	10416;10417;15390;15391;15392;20519;20520;20521;20522;22107;22108;22109;25682;25683;25741;31412;31413;33032;33033	10416;15392;20519;22109;25683;25741;31412;33033		
sp|P25039|EFGM_YEAST	sp|P25039|EFGM_YEAST	1	1	1	>sp|P25039|EFGM_YEAST Elongation factor G, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MEF1 PE=1 SV=2	1	1	1	1	1	1	1	1.7	1.7	1.7	84.573	761	761	1	3	0	2.1984	By MS/MS	1.7	71174000	71174000	1873000	1873000	148180000	3	3				407	7831	True	7955	29412;29413;29414	29961;29962;29963	29962		
sp|P25045|LCB1_YEAST	sp|P25045|LCB1_YEAST	3	3	3	>sp|P25045|LCB1_YEAST Serine palmitoyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LCB1 PE=1 SV=2	1	3	3	3	3	3	3	6.1	6.1	6.1	62.206	558	558	1	7	0	5.9795	By MS/MS	6.1	215450000	215450000	10259000	10259000	495610000	4	4				408	2194;2748;4757	True;True;True	2221;2781;4824	8112;8113;8114;10068;17988;17989;17990	8121;10057;18254;18255;18256	8121;10057;18255		
sp|P25087|ERG6_YEAST	sp|P25087|ERG6_YEAST	12	12	12	>sp|P25087|ERG6_YEAST Sterol 24-C-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG6 PE=1 SV=4	1	12	12	12	12	12	12	37.3	37.3	37.3	43.43	383	383	1	38	0	114.51	By MS/MS	37.3	2596200000	2596200000	118010000	118010000	5529400000	33	33				409	1975;2387;2536;4108;4200;4395;4499;5265;5278;8272;8624;8740	True;True;True;True;True;True;True;True;True;True;True;True	2000;2417;2567;4166;4261;4457;4563;5344;5359;8406;8764;8881	7294;7295;7296;8812;8813;8814;9349;9350;9351;15467;15468;15469;15470;15471;15903;15904;15905;16553;16554;16555;16943;16944;19924;19925;19926;20016;20017;20018;20019;20020;20021;31213;31214;31215;32553;33053;33054;33055	7304;7305;7306;8850;8851;8852;9389;9390;15602;15603;15604;15605;15606;16084;16738;16739;16740;16741;17153;20281;20282;20283;20379;20380;20381;20382;20383;31828;31829;31830;33172;33657;33658;33659	7306;8852;9389;15606;16084;16741;17153;20281;20381;31828;33172;33657		
sp|P25293|NAP1_YEAST	sp|P25293|NAP1_YEAST	4	4	4	>sp|P25293|NAP1_YEAST Nucleosome assembly protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAP1 PE=1 SV=2	1	4	4	4	4	4	4	16.5	16.5	16.5	47.884	417	417	1	12	0	29.68	By MS/MS	16.5	779430000	779430000	43302000	43302000	1545100000	10	10				410	3520;3737;4250;6789	True;True;True;True	3570;3789;4311;6904	13152;13153;13154;13155;13156;13157;13977;13978;13979;16073;16074;25546	13204;13205;13206;13207;13208;14189;14190;14191;16258;25983	13204;14190;16258;25983		
sp|P25294|SIS1_YEAST	sp|P25294|SIS1_YEAST	12	12	12	>sp|P25294|SIS1_YEAST Protein SIS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIS1 PE=1 SV=1	1	12	12	12	12	12	12	40.1	40.1	40.1	37.59	352	352	1	49	0	51.464	By MS/MS	40.1	3717300000	3717300000	265520000	265520000	7454800000	43	43				411	900;1593;1594;1602;1852;5219;5733;7227;7300;7381;8077;8559	True;True;True;True;True;True;True;True;True;True;True;True	912;1613;1614;1623;1875;5296;5835;7343;7417;7498;8206;8699	3440;3441;3442;3443;3444;3445;3446;5895;5896;5897;5898;5899;5900;5922;5923;5924;6842;6843;6844;6845;6846;19784;21634;21635;21636;27065;27066;27359;27360;27361;27362;27363;27364;27634;27635;27636;27637;27638;27639;30415;30416;30417;30418;30419;30420;32345;32346;32347;32348	3409;3410;3411;3412;3413;3414;5901;5902;5903;5904;5922;5923;5924;6842;6843;6844;6845;6846;20144;20145;21918;21919;21920;21921;27572;27573;27859;27860;27861;27862;28134;28135;28136;28137;30984;30985;30986;30987;30988;30989;30990;30991;32986;32987;32988;32989	3409;5902;5904;5924;6846;20144;21918;27572;27859;28134;30990;32986		
sp|P25296|CANB_YEAST	sp|P25296|CANB_YEAST	1	1	1	>sp|P25296|CANB_YEAST Calcineurin subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CNB1 PE=1 SV=3	1	1	1	1	1	1	1	6.9	6.9	6.9	19.639	175	175	1	3	0	3.2468	By MS/MS	6.9	70250000	70250000	6386400	6386400	150030000	2	2				412	7241	True	7357	27118;27119;27120	27620;27621	27621		
sp|P25303|SCJ1_YEAST	sp|P25303|SCJ1_YEAST	1	1	1	>sp|P25303|SCJ1_YEAST DnaJ-related protein SCJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCJ1 PE=1 SV=2	1	1	1	1	1	1	1	2.7	2.7	2.7	41.543	377	377	1	3	0	5.1272	By MS/MS	2.7	73963000	73963000	3892800	3892800	153370000	3	3				413	4270	True	4331	16133;16134;16135	16316;16317;16318	16318		
sp|P25342|CDC10_YEAST	sp|P25342|CDC10_YEAST	5	5	5	>sp|P25342|CDC10_YEAST Cell division control protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC10 PE=1 SV=1	1	5	5	5	5	5	5	14.9	14.9	14.9	37.024	322	322	1	13	0	7.427	By MS/MS	14.9	385800000	385800000	22694000	22694000	818600000	8	8				414	1665;3787;4360;5062;6420	True;True;True;True;True	1687;3840;4421;5134;6527	6155;6156;6157;14176;14177;14178;16424;16425;16426;19134;19135;19136;24107	6142;6143;14385;14386;16608;19445;19446;19447;24473	6142;14386;16608;19447;24473		
sp|P25343|RV161_YEAST	sp|P25343|RV161_YEAST	4	4	4	>sp|P25343|RV161_YEAST Reduced viability upon starvation protein 161 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RVS161 PE=1 SV=1	1	4	4	4	4	4	4	17	17	17	30.25	265	265	1	11	0	7.3342	By MS/MS	17	413350000	413350000	22964000	22964000	853160000	5	5				415	940;7067;7189;8058	True;True;True;True	953;7183;7305;8187	3585;3586;26519;26520;26521;26939;26940;26941;30350;30351;30352	3552;27026;27465;27466;30928;30929	3552;27026;27466;30929		
sp|P25349|YCP4_YEAST	sp|P25349|YCP4_YEAST	6	6	6	>sp|P25349|YCP4_YEAST Flavoprotein-like protein YCP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCP4 PE=1 SV=1	1	6	6	6	6	6	6	40.1	40.1	40.1	26.35	247	247	1	19	0	66.448	By MS/MS	40.1	1964200000	1964200000	122760000	122760000	4194500000	18	18				416	31;2160;5343;5757;7130;7684	True;True;True;True;True;True	31;2187;5429;5860;7246;7806	119;120;121;7999;8000;8001;20264;20265;20266;20267;20268;20269;21739;21740;21741;26722;28707;28708;28709	130;131;132;8019;8020;8021;20588;20589;20590;20591;20592;20593;20594;20595;22031;22032;22033;27232;29241	130;8020;20588;22031;27232;29241		
sp|P25367|RNQ1_YEAST	sp|P25367|RNQ1_YEAST	3	3	3	>sp|P25367|RNQ1_YEAST [PIN+] prion protein RNQ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNQ1 PE=1 SV=2	1	3	3	3	3	3	3	12.6	12.6	12.6	42.579	405	405	1	6	0	7.2365	By MS/MS	12.6	116050000	116050000	14507000	14507000	231960000	6	6				417	30;4609;5956	True;True;True	30;4674;6059	116;117;118;17428;17429;22436	127;128;129;17667;17668;22731	128;17668;22731		
sp|P25369|LSB5_YEAST	sp|P25369|LSB5_YEAST	1	1	1	>sp|P25369|LSB5_YEAST LAS seventeen-binding protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSB5 PE=1 SV=3	1	1	1	1	1	1	1	3.1	3.1	3.1	39.872	354	354	1	3	0	2.427	By MS/MS	3.1	109920000	109920000	7327900	7327900	260460000	1	1				418	2375	True	2405	8760;8761;8762	8792;8793	8792		
sp|P25371|ADP1_YEAST	sp|P25371|ADP1_YEAST	1	1	1	>sp|P25371|ADP1_YEAST Probable ATP-dependent permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADP1 PE=1 SV=2	1	1	1	1	1	1	1	1.1	1.1	1.1	117.23	1049	1049	1	2	0	1.9679	By MS/MS	1.1	4894800	4894800	113830	113830	8807700	2	2				419	842	True	853	3245;3246	3243;3244	3243		
sp|P25373|GLRX1_YEAST	sp|P25373|GLRX1_YEAST	3	3	3	>sp|P25373|GLRX1_YEAST Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	1	3	3	3	3	3	3	34.5	34.5	34.5	12.38	110	110	1	12	0	12.231	By MS/MS	34.5	725180000	725180000	90648000	90648000	1598000000	7	7				420	3115;7524;7964	True;True;True	3159;7643;8092	11616;11617;11618;11619;11620;11621;28158;28159;28160;29966;29967;29968	11611;11612;11613;11614;28654;28655;28656;30532	11612;28655;30532		
sp|P25374|NFS1_YEAST	sp|P25374|NFS1_YEAST	3	3	3	>sp|P25374|NFS1_YEAST Cysteine desulfurase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFS1 PE=1 SV=2	1	3	3	3	3	3	3	5.8	5.8	5.8	54.466	497	497	1	8	0	3.7434	By MS/MS	5.8	681610000	681610000	27264000	27264000	1570000000	5	5				421	746;813;4410	True;True;True	757;824;4472	2924;2925;2926;3144;3145;3146;16599;16600	2967;3149;3150;3151;16777	2967;3151;16777		
sp|P25375|PRTD_YEAST	sp|P25375|PRTD_YEAST	4	4	4	>sp|P25375|PRTD_YEAST Saccharolysin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRD1 PE=1 SV=1	1	4	4	4	4	4	4	6.9	6.9	6.9	81.933	712	712	1	12	0	10.381	By MS/MS	6.9	512910000	512910000	13862000	13862000	1127600000	7	7				422	2621;3687;5250;5503	True;True;True;True	2652;3739;5327;5596	9622;9623;9624;13765;13766;13767;19878;19879;19880;20855;20856;20857	9621;13885;13886;13887;20244;20245;20246;21166	9621;13886;20246;21166		
sp|P25379|STDH_YEAST	sp|P25379|STDH_YEAST	5	5	5	>sp|P25379|STDH_YEAST Catabolic L-serine/threonine dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHA1 PE=1 SV=2	1	5	5	5	5	5	5	13.6	13.6	13.6	39.301	360	360	1	10	0	5.4766	By MS/MS	13.6	155350000	155350000	7767300	7767300	376020000	6	6				423	518;1006;2668;3565;5003	True;True;True;True;True	526;1019;2699;3615;5075	2027;2028;2029;3801;9806;9807;9808;13309;18921;18922	2040;3744;9823;13344;19236;19237	2040;3744;9823;13344;19237		
sp|P25443|RS2_YEAST	sp|P25443|RS2_YEAST	10	10	10	>sp|P25443|RS2_YEAST 40S ribosomal protein S2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS2 PE=1 SV=3	1	10	10	10	10	10	10	48	48	48	27.449	254	254	1	37	0	50.253	By MS/MS	48	6447900000	6447900000	495990000	495990000	13421000000	45	45				424	205;670;1500;2855;2977;3009;3837;4732;5044;5045	True;True;True;True;True;True;True;True;True;True	209;681;1518;2893;3020;3053;3890;4798;5116;5117	839;840;841;842;843;844;845;2636;2637;5426;10474;10475;10476;10989;10990;10991;11115;11116;11117;11118;11119;11120;14339;14340;14341;14342;14343;14344;17869;17870;17871;17872;19076;19077;19078;19079;19080	910;911;912;913;2679;5311;10424;10425;10426;10962;10963;10964;10965;11101;11102;11103;11104;11105;11106;11107;11108;11109;11110;11111;11112;14528;14529;14530;14531;14532;14533;18127;18128;18129;18130;18131;18132;18133;18134;18135;19389;19390;19391;19392;19393;19394;19395	911;2679;5311;10425;10963;11112;14530;18128;19390;19395	100	81
sp|P25451|PSB3_YEAST	sp|P25451|PSB3_YEAST	3	3	3	>sp|P25451|PSB3_YEAST Proteasome subunit beta type-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUP3 PE=1 SV=1	1	3	3	3	3	3	3	18	18	18	22.605	205	205	1	9	0	6.8411	By MS/MS	18	400170000	400170000	50021000	50021000	821870000	5	5				425	808;2163;4515	True;True;True	819;2190;4579	3121;3122;3123;8008;8009;8010;16987;16988;16989	3135;3136;8030;8031;8032;17202;17203;17204	3136;8031;17202		
sp|P25491|MAS5_YEAST	sp|P25491|MAS5_YEAST	15	15	15	>sp|P25491|MAS5_YEAST Mitochondrial protein import protein MAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDJ1 PE=1 SV=1	1	15	15	15	15	15	15	42.3	42.3	42.3	44.67	409	409	1	58	0	73.018	By MS/MS	42.3	3497600000	3497600000	218600000	218600000	7445900000	48	48				426	1353;1354;2312;2342;2449;2450;2548;3050;3569;3881;4076;6140;7774;8496;8525	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1371;1372;2341;2371;2480;2481;2579;3094;3619;3934;4132;6245;7897;8634;8664	4921;4922;4923;4924;4925;4926;4927;8542;8543;8544;8545;8546;8547;8643;8644;8645;9023;9024;9025;9026;9027;9028;9385;9386;9387;11319;11320;11321;13322;13323;13324;13325;13326;13327;14483;14484;14485;15330;15331;15332;23085;23086;23087;29173;29174;29175;32081;32082;32083;32187;32188;32189;32190;32191;32192;32193;32194;32195	4802;4803;4804;4805;4806;4807;4808;8570;8571;8572;8677;8678;8679;9058;9059;9060;9420;11327;11328;11329;13357;13358;13359;13360;13361;13362;13363;13364;13365;14659;14660;14661;15473;23413;23414;23415;29716;32714;32810;32811;32812;32813;32814;32815;32816;32817;32818;32819;32820	4802;4803;8571;8677;9059;9060;9420;11327;13359;14660;15473;23414;29716;32714;32814		
sp|P25554|SGF29_YEAST	sp|P25554|SGF29_YEAST	1	1	1	>sp|P25554|SGF29_YEAST SAGA-associated factor 29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGF29 PE=1 SV=2	1	1	1	1	1	1	1	5.8	5.8	5.8	29.381	259	259	1	2	0	2.3459	By MS/MS	5.8	12235000	12235000	873950	873950	20784000	1	1				427	6437	True	6547	24187;24188	24560;24561	24561		
sp|P25555|GBP2_YEAST	sp|P25555|GBP2_YEAST	5	5	5	>sp|P25555|GBP2_YEAST Single-strand telomeric DNA-binding protein GBP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GBP2 PE=1 SV=1	1	5	5	5	5	5	5	15.9	15.9	15.9	48.728	427	427	1	12	0	13.189	By MS/MS	15.9	172810000	172810000	7200200	7200200	382020000	9	9				428	2385;2889;6410;8421;8439	True;True;True;True;True	2415;2929;6517;8558;8577	8803;8804;8805;10640;10641;10642;24082;24083;24084;31773;31774;31861	8842;8843;10582;24454;24455;24456;32387;32388;32495	8842;10582;24455;32387;32495		
sp|P25567|SRO9_YEAST	sp|P25567|SRO9_YEAST	5	5	5	>sp|P25567|SRO9_YEAST RNA-binding protein SRO9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRO9 PE=1 SV=2	1	5	5	5	5	5	5	18	18	18	48.059	434	434	1	14	0	50.089	By MS/MS	18	696550000	696550000	33169000	33169000	1437000000	12	12				429	532;796;904;4269;6229	True;True;True;True;True	540;807;917;4330;6334	2087;3082;3083;3084;3085;3460;3461;3462;16130;16131;16132;23421;23422;23423	2104;3093;3094;3095;3096;3427;16313;16314;16315;23751;23752;23753	2104;3093;3427;16314;23752		
sp|P25574|EMC1_YEAST	sp|P25574|EMC1_YEAST	2	2	2	>sp|P25574|EMC1_YEAST ER membrane protein complex subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EMC1 PE=1 SV=1	1	2	2	2	2	2	2	2.4	2.4	2.4	87.18	760	760	1	4	0.0083587	1.1775	By MS/MS	2.4	67369000	67369000	2694700	2694700	161650000	2	2				430	4403;6047	True;True	4465;6150	16583;22760;22761;22762	16762;23092	16762;23092		
sp|P25605|ILV6_YEAST	sp|P25605|ILV6_YEAST	4	4	4	>sp|P25605|ILV6_YEAST Acetolactate synthase small subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV6 PE=1 SV=2	1	4	4	4	4	4	4	19.7	19.7	19.7	33.986	309	309	1	18	0	59.773	By MS/MS	19.7	1401100000	1401100000	87569000	87569000	2974900000	15	15				431	2596;3049;5123;6070	True;True;True;True	2627;3093;5198;6174	9549;9550;9551;11313;11314;11315;11316;11317;11318;19373;19374;19375;22842;22843;22844;22845;22846;22847	9563;9564;11322;11323;11324;11325;11326;19701;19702;19703;23177;23178;23179;23180;23181	9564;11325;19702;23179		
sp|P25619|HSP30_YEAST	sp|P25619|HSP30_YEAST	3	3	3	>sp|P25619|HSP30_YEAST 30 kDa heat shock protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP30 PE=1 SV=1	1	3	3	3	3	3	3	19.3	19.3	19.3	37.044	332	332	1	28	0	106.29	By MS/MS	19.3	4221800000	4221800000	469090000	469090000	8326000000	29	29				432	525;5005;5485	True;True;True	533;5077;5578	2065;2066;2067;2068;2069;2070;18926;18927;18928;18929;18930;18931;18932;18933;18934;20772;20773;20774;20775;20776;20777;20778;20779;20780;20781;20782;20783;20784	2076;2077;2078;2079;2080;2081;19239;19240;19241;19242;19243;19244;19245;19246;19247;21077;21078;21079;21080;21081;21082;21083;21084;21085;21086;21087;21088;21089;21090	2079;19241;21085		
sp|P25623|SYP1_YEAST	sp|P25623|SYP1_YEAST	10	10	10	>sp|P25623|SYP1_YEAST Suppressor of yeast profilin deletion OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SYP1 PE=1 SV=3	1	10	10	10	10	10	10	12.3	12.3	12.3	96.136	870	870	1	24	0	15.667	By MS/MS	12.3	475190000	475190000	11314000	11314000	1018600000	15	15				433	1781;1869;2226;2298;5991;6345;6738;6800;7582;7840	True;True;True;True;True;True;True;True;True;True	1803;1893;2253;2327;6094;6451;6853;6915;7703;7964	6511;6512;6513;6915;6916;8238;8239;8240;8480;8481;8482;22550;23876;23877;25347;25575;25576;25577;28379;28380;28381;29442;29443;29444	6458;6924;8242;8243;8488;8489;22837;24266;25780;26004;26005;26006;28902;28903;28904;29982;29983;29984	6458;6924;8242;8489;22837;24266;25780;26005;28902;29984		
sp|P25631|YCU1_YEAST	sp|P25631|YCU1_YEAST	1	1	1	>sp|P25631|YCU1_YEAST Ankyrin repeat-containing protein YCR051W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR051W PE=1 SV=1	1	1	1	1	1	1	1	8.1	8.1	8.1	24.694	222	222	1	3	0	2.6869	By MS/MS	8.1	61038000	61038000	6103800	6103800	129490000	1	1				434	8705	True	8846	32910;32911;32912	33528	33528		
sp|P25694|CDC48_YEAST	sp|P25694|CDC48_YEAST	27	27	27	>sp|P25694|CDC48_YEAST Cell division control protein 48 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC48 PE=1 SV=3	1	27	27	27	27	27	27	40.2	40.2	40.2	91.995	835	835	1	86	0	115.27	By MS/MS	40.2	10437000000	10437000000	231930000	231930000	22740000000	71	71				435	137;272;608;1389;1422;1920;1933;2040;2156;2551;2802;2944;2949;4348;4480;4992;5253;5254;5819;6327;6707;6907;7351;7692;8242;8250;8453	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	140;278;617;1407;1440;1944;1958;2066;2183;2582;2838;2985;2990;4409;4544;5064;5330;5331;5332;5922;6433;6822;7023;7468;7814;8376;8384;8591	586;587;588;1102;1103;1104;1105;1106;2369;2370;2371;5046;5047;5048;5149;5150;7086;7087;7088;7089;7090;7139;7140;7141;7551;7552;7553;7984;7985;7986;9392;9393;9394;9395;9396;9397;10256;10257;10258;10864;10865;10866;10876;10877;10878;16389;16390;16391;16876;16877;16878;16879;16880;16881;18888;18889;18890;19887;19888;19889;19890;19891;19892;21943;21944;23819;23820;23821;23822;25243;25244;25245;25948;27540;27541;27542;28732;28733;28734;31109;31110;31111;31140;31141;31142;31909	684;685;686;687;688;1131;1132;1133;1134;1135;1136;2390;2391;2392;4937;4938;4939;5041;7090;7091;7092;7155;7156;7157;7535;7536;7991;7992;7993;9424;9425;9426;10229;10230;10231;10834;10835;10844;10845;16571;16572;16573;17099;17100;17101;17102;17103;17104;19208;19209;20252;20253;20254;20255;20256;20257;22239;24207;24208;24209;24210;25667;25668;26393;28054;28055;28056;29265;29266;29267;29268;31710;31746;31747;31748;32543	688;1134;2390;4938;5041;7091;7157;7536;7993;9425;10229;10835;10845;16571;17101;19209;20253;20256;22239;24209;25668;26393;28055;29265;31710;31746;32543	101	288
sp|P25719|CYPC_YEAST	sp|P25719|CYPC_YEAST	5	5	5	>sp|P25719|CYPC_YEAST Peptidyl-prolyl cis-trans isomerase C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPR3 PE=1 SV=1	1	5	5	5	5	5	5	34.1	34.1	34.1	19.919	182	182	1	23	0	32.357	By MS/MS	34.1	3088900000	3088900000	308890000	308890000	6346200000	13	13				436	263;2028;3218;3514;7732	True;True;True;True;True	269;2053;3265;3563;7855	1065;1066;1067;1068;1069;1070;1071;1072;7488;7489;7490;12043;12044;12045;13121;13122;13123;13124;13125;13126;28895;28896;28897	1107;1108;1109;1110;1111;7478;7479;12089;12090;12091;13181;13182;13183;13184;29422;29423;29424	1110;7479;12090;13183;29422		
sp|P26321|RL5_YEAST	sp|P26321|RL5_YEAST	10	10	10	>sp|P26321|RL5_YEAST 60S ribosomal protein L5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL5 PE=1 SV=4	1	10	10	10	10	10	10	45.5	45.5	45.5	33.714	297	297	1	40	0	132.8	By MS/MS	45.5	8686300000	8686300000	723860000	723860000	18034000000	46	46				437	88;2316;2493;2927;2928;2991;4500;6776;6939;7736	True;True;True;True;True;True;True;True;True;True	90;2345;2524;2968;2969;3034;4564;6891;7055;7859	389;390;391;392;393;394;8557;8558;9199;9200;9201;9202;9203;9204;10795;10796;10797;10798;10799;10800;10801;11038;11039;11040;11041;11042;11043;16945;16946;16947;25509;26054;26055;26056;26057;26058;26059;28908;28909;28910	458;459;460;461;462;463;464;8583;8584;9227;9228;9229;9230;9231;9232;9233;9234;10735;10736;10737;10738;10739;10740;10741;10742;11025;11026;11027;11028;11029;11030;17154;17155;17156;17157;25946;26512;26513;26514;26515;26516;26517;29433;29434;29435;29436	459;8583;9230;10735;10740;11030;17154;25946;26517;29436		
sp|P26637|SYLC_YEAST	sp|P26637|SYLC_YEAST	28	28	28	>sp|P26637|SYLC_YEAST Leucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC60 PE=1 SV=1	1	28	28	28	28	28	28	30.6	30.6	30.6	124.14	1090	1090	1	97	0	162.3	By MS/MS	30.6	5950600000	5950600000	100860000	100860000	12688000000	89	89				438	351;413;993;1315;1419;1695;1950;1983;2601;2897;3244;3245;3342;3459;3482;3601;4080;4260;4455;5517;5803;6004;6270;6340;6491;7532;8502;8702	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	357;419;1006;1333;1437;1717;1975;2008;2632;2937;3291;3292;3391;3508;3531;3651;4136;4321;4517;5610;5906;6107;6375;6446;6601;7651;8640;8843	1376;1377;1378;1379;1380;1381;1604;1605;1606;3765;4795;5135;5136;5137;6245;6246;6247;6248;6249;6250;7211;7323;7324;7325;9561;9562;9563;10673;10674;10675;10676;10677;12127;12128;12129;12130;12131;12132;12133;12134;12135;12476;12477;12478;12923;12924;12925;13009;13010;13011;13012;13439;13440;15345;15346;15347;15348;15349;16100;16101;16102;16103;16104;16105;16784;16785;16786;20910;20911;20912;20913;20914;20915;21894;21895;21896;22595;22596;22597;23554;23555;23556;23861;23862;23863;24364;24365;24366;28200;28201;28202;32101;32102;32103;32901;32902;32903	1391;1392;1393;1394;1395;1601;1602;1603;3721;4676;5028;5029;6231;6232;6233;6234;7218;7219;7327;7328;7329;9577;9578;9579;10617;10618;10619;10620;12175;12176;12177;12178;12179;12180;12181;12182;12514;12515;12516;12517;12518;12975;12976;12977;13072;13073;13074;13075;13492;15486;15487;15488;15489;15490;16283;16284;16285;16286;16287;17009;17010;21213;21214;21215;21216;21217;21218;21219;22181;22182;22183;22184;22877;22878;23867;24254;24255;24256;24734;24735;24736;28713;28714;28715;32726;32727;32728;33520;33521;33522	1391;1602;3721;4676;5029;6232;7218;7327;9577;10619;12176;12182;12514;12975;13073;13492;15490;16285;17010;21214;22183;22877;23867;24256;24735;28715;32727;33522		
sp|P26754|RFA2_YEAST	sp|P26754|RFA2_YEAST	1	1	1	>sp|P26754|RFA2_YEAST Replication factor A protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFA2 PE=1 SV=1	1	1	1	1	1	1	1	5.1	5.1	5.1	29.936	273	273	1	2	0	10.497	By MS/MS	5.1	48528000	48528000	3466300	3466300	78864000	2	2				439	826	True	837	3182;3183	3186;3187	3186		
